molregno,withdrawn_flag,pref_name,chembl_id,chirality,black_box_warning,polymer_flag,canonical_smiles,level5,level1_description,level2_description,level3_description,level4_description,who_name,warning_type,warning_class,warning_description,warning_country,warning_year
250908,0,IMIQUIMOD,CHEMBL1282,2,1,0,CC(C)Cn1cnc2c(N)nc3ccccc3c21,"('D06BB10',)","('DERMATOLOGICALS',)","('ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE',)","('CHEMOTHERAPEUTICS FOR TOPICAL USE',)","('Antivirals',)","('imiquimod',)",Black Box Warning,"(None,)",,United States,
252155,0,LEVETIRACETAM,CHEMBL1286,1,0,0,CC[C@@H](C(N)=O)N1CCCC1=O,"('N03AX14',)","('NERVOUS SYSTEM',)","('ANTIEPILEPTICS',)","('ANTIEPILEPTICS',)","('Other antiepileptics',)","('levetiracetam',)",,,,,
253862,0,HALOPROGIN,CHEMBL1289,2,0,0,Clc1cc(Cl)c(OCC#CI)cc1Cl,"('D01AE11',)","('DERMATOLOGICALS',)","('ANTIFUNGALS FOR DERMATOLOGICAL USE',)","('ANTIFUNGALS FOR TOPICAL USE',)","('Other antifungals for topical use',)","('haloprogin',)",,,,,
254975,0,PENBUTOLOL,CHEMBL1290,1,0,0,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,"('C07AA23',)","('CARDIOVASCULAR SYSTEM',)","('BETA BLOCKING AGENTS',)","('BETA BLOCKING AGENTS',)","('Beta blocking agents, non-selective',)","('penbutolol',)",,,,,
255221,1,METIPRANOLOL,CHEMBL1291,0,0,0,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,"('S01ED04', 'S01ED54')","('SENSORY ORGANS', 'SENSORY ORGANS')","('OPHTHALMOLOGICALS', 'OPHTHALMOLOGICALS')","('ANTIGLAUCOMA PREPARATIONS AND MIOTICS', 'ANTIGLAUCOMA PREPARATIONS AND MIOTICS')","('Beta blocking agents', 'Beta blocking agents')","('metipranolol', 'metipranolol, combinations')",,,,,
255347,0,CLOFAZIMINE,CHEMBL1292,2,0,0,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,"('J04BA01',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIMYCOBACTERIALS',)","('DRUGS FOR TREATMENT OF LEPRA',)","('Drugs for treatment of lepra',)","('clofazimine',)",,,,,
255373,0,BETA CAROTENE,CHEMBL1293,2,0,0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,"('A11CA02', 'D02BB01')","('ALIMENTARY TRACT AND METABOLISM', 'DERMATOLOGICALS')","('VITAMINS', 'EMOLLIENTS AND PROTECTIVES')","('VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO', 'PROTECTIVES AGAINST UV-RADIATION')","('Vitamin A, plain', 'Protectives against UV-radiation for systemic use')","('betacarotene', 'betacarotene')",,,,,
255477,0,QUINIDINE,CHEMBL1294,1,1,0,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,"('C01BA01', 'C01BA51', 'C01BA71')","('CARDIOVASCULAR SYSTEM', 'CARDIOVASCULAR SYSTEM', 'CARDIOVASCULAR SYSTEM')","('CARDIAC THERAPY', 'CARDIAC THERAPY', 'CARDIAC THERAPY')","('ANTIARRHYTHMICS, CLASS I AND III', 'ANTIARRHYTHMICS, CLASS I AND III', 'ANTIARRHYTHMICS, CLASS I AND III')","('Antiarrhythmics, class Ia', 'Antiarrhythmics, class Ia', 'Antiarrhythmics, class Ia')","('quinidine', 'quinidine, combinations excl. psycholeptics', 'quinidine, combinations with psycholeptics')",,,,,
255508,0,BUTOCONAZOLE,CHEMBL1295,0,0,0,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,"('G01AF15',)","('GENITO URINARY SYSTEM AND SEX HORMONES',)","('GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS',)","('ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS',)","('Imidazole derivatives',)","('butoconazole',)",,,,,
255510,0,CEFOTIAM,CHEMBL1296,1,0,0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,"('J01DC07',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('OTHER BETA-LACTAM ANTIBACTERIALS',)","('Second-generation cephalosporins',)","('cefotiam',)",,,,,
255532,0,SALSALATE,CHEMBL154111,2,1,0,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,"('N02BA06',)","('NERVOUS SYSTEM',)","('ANALGESICS',)","('OTHER ANALGESICS AND ANTIPYRETICS',)","('Salicylic acid and derivatives',)","('salsalate',)",Black Box Warning,"('Neurotoxicity', 'Cardiotoxicity', 'Gastrotoxicity')",,United States,
255534,0,FENOPROFEN,CHEMBL1297,0,1,0,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,"('M01AE04',)","('MUSCULO-SKELETAL SYSTEM',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS',)","('Propionic acid derivatives',)","('fenoprofen',)",,,,,
255548,0,ACIPIMOX,CHEMBL345714,2,0,0,Cc1cnc(C(=O)O)c[n+]1[O-],"('C10AD06',)","('CARDIOVASCULAR SYSTEM',)","('LIPID MODIFYING AGENTS',)","('LIPID MODIFYING AGENTS, PLAIN',)","('Nicotinic acid and derivatives',)","('acipimox',)",,,,,
255904,0,KETOCONAZOLE,CHEMBL157101,0,1,0,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"('D01AC08', 'G01AF11', 'H02CA03', 'J02AB02')","('DERMATOLOGICALS', 'GENITO URINARY SYSTEM AND SEX HORMONES', 'SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS', 'ANTIINFECTIVES FOR SYSTEMIC USE')","('ANTIFUNGALS FOR DERMATOLOGICAL USE', 'GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS', 'CORTICOSTEROIDS FOR SYSTEMIC USE', 'ANTIMYCOTICS FOR SYSTEMIC USE')","('ANTIFUNGALS FOR TOPICAL USE', 'ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS', 'ANTIADRENAL PREPARATIONS', 'ANTIMYCOTICS FOR SYSTEMIC USE')","('Imidazole and triazole derivatives', 'Imidazole derivatives', 'Anticorticosteroids', 'Imidazole derivatives')","('ketoconazole', 'ketoconazole', 'ketoconazole', 'ketoconazole')",Black Box Warning,"('Hepatotoxicity', 'Cardiotoxicity')",,United States,
255947,0,QUININE,CHEMBL170,1,1,0,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,"('M09AA72', 'P01BC01')","('MUSCULO-SKELETAL SYSTEM', 'ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS')","('OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM', 'ANTIPROTOZOALS')","('OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM', 'ANTIMALARIALS')","('Quinine and derivatives', 'Methanolquinolines')","('quinine, combinations with psycholeptics', 'quinine')",,,,,
258371,0,ROTIGOTINE,CHEMBL1303,1,0,0,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,"('N04BC09',)","('NERVOUS SYSTEM',)","('ANTI-PARKINSON DRUGS',)","('DOPAMINERGIC AGENTS',)","('Dopamine agonists',)","('rotigotine',)",,,,,
258666,0,PIRETANIDE,CHEMBL349803,2,0,0,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,"('C03CA03',)","('CARDIOVASCULAR SYSTEM',)","('DIURETICS',)","('HIGH-CEILING DIURETICS',)","('Sulfonamides, plain',)","('piretanide',)",,,,,
258709,0,ANTAZOLINE,CHEMBL1305,2,0,0,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,"('R01AC04', 'R06AX05')","('RESPIRATORY SYSTEM', 'RESPIRATORY SYSTEM')","('NASAL PREPARATIONS', 'ANTIHISTAMINES FOR SYSTEMIC USE')","('DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE', 'ANTIHISTAMINES FOR SYSTEMIC USE')","('Antiallergic agents, excl. corticosteroids', 'Other antihistamines for systemic use')","('antazoline', 'antazoline')",,,,,
259959,0,TERCONAZOLE,CHEMBL1306,0,0,0,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"('G01AG02',)","('GENITO URINARY SYSTEM AND SEX HORMONES',)","('GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS',)","('ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS',)","('Triazole derivatives',)","('terconazole',)",,,,,
261343,0,FOMEPIZOLE,CHEMBL1308,2,0,0,Cc1cn[nH]c1,"('V03AB34',)","('VARIOUS',)","('ALL OTHER THERAPEUTIC PRODUCTS',)","('ALL OTHER THERAPEUTIC PRODUCTS',)","('Antidotes',)","('fomepizole',)",,,,,
262631,0,OXITRIPTAN,CHEMBL350221,1,0,0,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,"('N06AX01',)","('NERVOUS SYSTEM',)","('PSYCHOANALEPTICS',)","('ANTIDEPRESSANTS',)","('Other antidepressants',)","('oxitriptan',)",,,,,
263453,0,ISOSORBIDE MONONITRATE,CHEMBL1311,1,0,0,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,"('C01DA14',)","('CARDIOVASCULAR SYSTEM',)","('CARDIAC THERAPY',)","('VASODILATORS USED IN CARDIAC DISEASES',)","('Organic nitrates',)","('isosorbide mononitrate',)",,,,,
263558,0,LISURIDE,CHEMBL157138,1,0,0,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,"('G02CB02', 'N02CA07')","('GENITO URINARY SYSTEM AND SEX HORMONES', 'NERVOUS SYSTEM')","('OTHER GYNECOLOGICALS', 'ANALGESICS')","('OTHER GYNECOLOGICALS', 'ANTIMIGRAINE PREPARATIONS')","('Prolactine inhibitors', 'Ergot alkaloids')","('lisuride', 'lisuride')",,,,,
264400,0,TIOPRONIN,CHEMBL1314,0,0,0,CC(S)C(=O)NCC(=O)O,"('G04BX16',)","('GENITO URINARY SYSTEM AND SEX HORMONES',)","('UROLOGICALS',)","('UROLOGICALS',)","('Other urologicals',)","('tiopronin',)",,,,,
264669,0,FONAZINE,CHEMBL346977,0,0,0,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,"('N02CX05',)","('NERVOUS SYSTEM',)","('ANALGESICS',)","('ANTIMIGRAINE PREPARATIONS',)","('Other antimigraine preparations',)","('dimetotiazine',)",,,,,
265957,1,MOXISYLYTE,CHEMBL159226,2,0,0,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,"('C04AX10', 'G04BE06')","('CARDIOVASCULAR SYSTEM', 'GENITO URINARY SYSTEM AND SEX HORMONES')","('PERIPHERAL VASODILATORS', 'UROLOGICALS')","('PERIPHERAL VASODILATORS', 'UROLOGICALS')","('Other peripheral vasodilators', 'Drugs used in erectile dysfunction')","('moxisylyte', 'moxisylyte')",Withdrawn,"('Hepatotoxicity',)",Necrotic Hepatitis,France,1993.0
266225,0,PROCARBAZINE,CHEMBL1321,2,1,0,CNNCc1ccc(C(=O)NC(C)C)cc1,"('L01XB01',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('OTHER ANTINEOPLASTIC AGENTS',)","('Methylhydrazines',)","('procarbazine',)",,,,,
267163,0,DARUNAVIR,CHEMBL1323,1,0,0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,"('J05AE10',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Protease inhibitors',)","('darunavir',)",,,,,
267825,1,TOLCAPONE,CHEMBL1324,2,1,0,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,"('N04BX01',)","('NERVOUS SYSTEM',)","('ANTI-PARKINSON DRUGS',)","('DOPAMINERGIC AGENTS',)","('Other dopaminergic agents',)","('tolcapone',)",Withdrawn,"('Hepatotoxicity',)",Hepatotoxicity,European Union; Canada; Ireland; Portugal; Australia,1998.0
267825,1,TOLCAPONE,CHEMBL1324,2,1,0,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,"('N04BX01',)","('NERVOUS SYSTEM',)","('ANTI-PARKINSON DRUGS',)","('DOPAMINERGIC AGENTS',)","('Other dopaminergic agents',)","('tolcapone',)",Black Box Warning,"('Hepatotoxicity',)",,United States,
270986,0,BENORILATE,CHEMBL162036,2,0,0,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,"('N02BA10',)","('NERVOUS SYSTEM',)","('ANALGESICS',)","('OTHER ANALGESICS AND ANTIPYRETICS',)","('Salicylic acid and derivatives',)","('benorilate',)",,,,,
271725,0,PENTAGASTRIN,CHEMBL1328,1,0,0,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,"('V04CG04',)","('VARIOUS',)","('DIAGNOSTIC AGENTS',)","('OTHER DIAGNOSTIC AGENTS',)","('Tests for gastric secretion',)","('pentagastrin',)",,,,,
276734,0,SORAFENIB,CHEMBL1336,2,0,0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,"('L01EX02',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('PROTEIN KINASE INHIBITORS',)","('Other protein kinase inhibitors',)","('sorafenib',)",,,,,
277372,0,TRICHLORFON,CHEMBL167150,0,0,0,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,"('P02BB01',)","('ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS',)","('ANTHELMINTICS',)","('ANTITREMATODALS',)","('Organophosphorous compounds',)","('metrifonate',)",,,,,
279727,0,CEVIMELINE,CHEMBL168815,0,0,0,CC1OC2(CS1)CN1CCC2CC1,"('N07AX03',)","('NERVOUS SYSTEM',)","('OTHER NERVOUS SYSTEM DRUGS',)","('PARASYMPATHOMIMETICS',)","('Other parasympathomimetics',)","('cevimeline',)",,,,,
280181,0,PIXANTRONE,CHEMBL167731,2,0,0,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,"('L01DB11',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES',)","('Anthracyclines and related substances',)","('pixantrone',)",,,,,
281549,0,NITISINONE,CHEMBL1337,2,0,0,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],"('A16AX04',)","('ALIMENTARY TRACT AND METABOLISM',)","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS',)","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS',)","('Various alimentary tract and metabolism products',)","('nitisinone',)",,,,,
282509,1,PHENFORMIN,CHEMBL170988,2,0,0,N=C(N)NC(=N)NCCc1ccccc1,"('A10BA01',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS USED IN DIABETES',)","('BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS',)","('Biguanides',)","('phenformin',)",,,,,
282577,0,DEBRISOQUIN,CHEMBL169901,2,0,0,N=C(N)N1CCc2ccccc2C1,"('C02CC04',)","('CARDIOVASCULAR SYSTEM',)","('ANTIHYPERTENSIVES',)","('ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING',)","('Guanidine derivatives',)","('debrisoquine',)",,,,,
282661,0,AMIFAMPRIDINE,CHEMBL354077,2,0,0,Nc1ccncc1N,"('N07XX05',)","('NERVOUS SYSTEM',)","('OTHER NERVOUS SYSTEM DRUGS',)","('OTHER NERVOUS SYSTEM DRUGS',)","('Other nervous system drugs',)","('amifampridine',)",,,,,
282991,0,LOMITAPIDE,CHEMBL354541,2,1,0,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,"('C10AX12',)","('CARDIOVASCULAR SYSTEM',)","('LIPID MODIFYING AGENTS',)","('LIPID MODIFYING AGENTS, PLAIN',)","('Other lipid modifying agents',)","('lomitapide',)",,,,,
284208,1,METHOXYFLURANE,CHEMBL1341,2,0,0,COC(F)(F)C(Cl)Cl,"('N02BG09',)","('NERVOUS SYSTEM',)","('ANALGESICS',)","('OTHER ANALGESICS AND ANTIPYRETICS',)","('Other analgesics and antipyretics',)","('methoxyflurane',)",Withdrawn,"('Hepatotoxicity', 'Nephrotoxicity')","Serious, irreversible, and even fatal nephrotoxicity and hepatotoxicity",United States,2001.0
291960,0,DARIFENACIN,CHEMBL1346,1,0,0,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,"('G04BD10',)","('GENITO URINARY SYSTEM AND SEX HORMONES',)","('UROLOGICALS',)","('UROLOGICALS',)","('Drugs for urinary frequency and incontinence',)","('darifenacin',)",,,,,
293438,0,ORLISTAT,CHEMBL175247,1,0,0,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,"('A08AB01',)","('ALIMENTARY TRACT AND METABOLISM',)","('ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS',)","('ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS',)","('Peripherally acting antiobesity products',)","('orlistat',)",,,,,
296388,0,RILPIVIRINE,CHEMBL175691,2,0,0,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,"('J05AG05',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Non-nucleoside reverse transcriptase inhibitors',)","('rilpivirine',)",,,,,
297372,0,VALACYCLOVIR,CHEMBL1349,1,0,0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,"('J05AB11',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Nucleosides and nucleotides excl. reverse transcriptase inhibitors',)","('valaciclovir',)",,,,,
299120,0,NERATINIB,CHEMBL180022,2,0,0,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,"('L01EH02',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('PROTEIN KINASE INHIBITORS',)","('Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors',)","('neratinib',)",,,,,
299299,0,TILUDRONIC ACID,CHEMBL1350,2,0,0,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,"('M05BA05',)","('MUSCULO-SKELETAL SYSTEM',)","('DRUGS FOR TREATMENT OF BONE DISEASES',)","('DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION',)","('Bisphosphonates',)","('tiludronic acid',)",,,,,
301194,0,LORCASERIN,CHEMBL360328,1,0,0,C[C@H]1CNCCc2ccc(Cl)cc21,"('A08AA11',)","('ALIMENTARY TRACT AND METABOLISM',)","('ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS',)","('ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS',)","('Centrally acting antiobesity products',)","('lorcaserin',)",,,,,
304381,0,SODIUM BICARBONATE,CHEMBL1353,-1,0,0,O=C([O-])O.[Na+],"('B05CB04', 'B05XA02')","('BLOOD AND BLOOD FORMING ORGANS', 'BLOOD AND BLOOD FORMING ORGANS')","('BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS', 'BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS')","('IRRIGATING SOLUTIONS', 'I.V. SOLUTION ADDITIVES')","('Salt solutions', 'Electrolyte solutions')","('sodium bicarbonate', 'sodium bicarbonate')",,,,,
304383,0,SODIUM ACETATE,CHEMBL1354,-1,0,0,CC(=O)[O-].[Na+],"('B05XA08',)","('BLOOD AND BLOOD FORMING ORGANS',)","('BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS',)","('I.V. SOLUTION ADDITIVES',)","('Electrolyte solutions',)","('sodium acetate',)",,,,,
304390,0,SODIUM CITRATE,CHEMBL1355,-1,0,0,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],"('B05CB02',)","('BLOOD AND BLOOD FORMING ORGANS',)","('BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS',)","('IRRIGATING SOLUTIONS',)","('Salt solutions',)","('sodium citrate',)",,,,,
304398,0,SODIUM BENZOATE,CHEMBL1356,-1,0,0,O=C([O-])c1ccccc1.[Na+],"('A16AX11',)","('ALIMENTARY TRACT AND METABOLISM',)","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS',)","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS',)","('Various alimentary tract and metabolism products',)","('sodium benzoate',)",,,,,
304798,0,FULVESTRANT,CHEMBL1358,1,0,0,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,"('L02BA03',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ENDOCRINE THERAPY',)","('HORMONE ANTAGONISTS AND RELATED AGENTS',)","('Anti-estrogens',)","('fulvestrant',)",,,,,
304903,0,ERTAPENEM,CHEMBL1359,1,0,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,"('J01DH03',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('OTHER BETA-LACTAM ANTIBACTERIALS',)","('Carbapenems',)","('ertapenem',)",,,,,
305519,0,AMPICILLIN,CHEMBL174,1,0,0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,"('J01CA01', 'J01CA51', 'S01AA19')","('ANTIINFECTIVES FOR SYSTEMIC USE', 'ANTIINFECTIVES FOR SYSTEMIC USE', 'SENSORY ORGANS')","('ANTIBACTERIALS FOR SYSTEMIC USE', 'ANTIBACTERIALS FOR SYSTEMIC USE', 'OPHTHALMOLOGICALS')","('BETA-LACTAM ANTIBACTERIALS, PENICILLINS', 'BETA-LACTAM ANTIBACTERIALS, PENICILLINS', 'ANTIINFECTIVES')","('Penicillins with extended spectrum', 'Penicillins with extended spectrum', 'Antibiotics')","('ampicillin', 'ampicillin, combinations', 'ampicillin')",,,,,
306429,0,GALLAMINE,CHEMBL360055,2,0,0,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,"('M03AC02',)","('MUSCULO-SKELETAL SYSTEM',)","('MUSCLE RELAXANTS',)","('MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS',)","('Other quaternary ammonium compounds',)","('gallamine',)",,,,,
306485,0,ATRACURIUM,CHEMBL1360,0,0,0,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,"('M03AC04',)","('MUSCULO-SKELETAL SYSTEM',)","('MUSCLE RELAXANTS',)","('MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS',)","('Other quaternary ammonium compounds',)","('atracurium',)",,,,,
306486,0,PANCURONIUM,CHEMBL185073,1,0,0,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,"('M03AC01',)","('MUSCULO-SKELETAL SYSTEM',)","('MUSCLE RELAXANTS',)","('MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS',)","('Other quaternary ammonium compounds',)","('pancuronium',)",,,,,
308201,0,PYRIDOXINE,CHEMBL1364,2,0,0,Cc1ncc(CO)c(CO)c1O,"('A11HA02',)","('ALIMENTARY TRACT AND METABOLISM',)","('VITAMINS',)","('OTHER PLAIN VITAMIN PREPARATIONS',)","('Other plain vitamin preparations',)","('pyridoxine (vit B6)',)",,,,,
308422,0,DRONEDARONE,CHEMBL184412,2,1,0,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,"('C01BD07',)","('CARDIOVASCULAR SYSTEM',)","('CARDIAC THERAPY',)","('ANTIARRHYTHMICS, CLASS I AND III',)","('Antiarrhythmics, class III',)","('dronedarone',)",,,,,
308699,1,TERODILINE,CHEMBL363295,0,0,0,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,"('G04BD05',)","('GENITO URINARY SYSTEM AND SEX HORMONES',)","('UROLOGICALS',)","('UROLOGICALS',)","('Drugs for urinary frequency and incontinence',)","('terodiline',)",,,,,
312971,0,VILAZODONE,CHEMBL439849,2,1,0,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,"('N06AX24',)","('NERVOUS SYSTEM',)","('PSYCHOANALEPTICS',)","('ANTIDEPRESSANTS',)","('Other antidepressants',)","('vilazodone',)",,,,,
